Dataset,Model,Songpath,PPT_TempoRange,Track_MeanTempo,F1-ori,P-ori,R-ori,F1-max,P-max,R-max,best_annshifts,F1 improve
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_31-1_BrendleA03M.wav,30-300,60.119,0.506,0.401,0.685,0.510,0.404,0.691,-50,0.004
ASAP,RDB_SPPK,Liszt_Transcendental_Etudes_5_LiuY06M.wav,30-300,72.080,0.505,0.481,0.530,0.515,0.491,0.542,-40,0.011
ASAP,RDB_SPPK,Scriabin_Sonatas_5_Yeletskiy07M.wav,30-300,92.812,0.504,0.528,0.482,0.507,0.531,0.485,"-40, -60",0.003
ASAP,RDB_SPPK,Chopin_Ballades_1_Richardson13M.wav,30-300,77.221,0.509,0.421,0.645,0.513,0.424,0.649,10,0.004
ASAP,RDB_SPPK,Chopin_Etudes_op_10_1_KaiRuiR03M.wav,30-300,157.587,0.611,0.993,0.441,0.611,0.993,0.441,"-10, -20, -30, -40, -50, 0, 10, 20, 30, 40",0.000
ASAP,RDB_SPPK,Chopin_Etudes_op_10_8_LuEric03M.wav,30-300,183.981,0.613,0.907,0.463,0.620,0.917,0.468,"-50, 20",0.007
ASAP,RDB_SPPK,Chopin_Etudes_op_25_11_WangA02M.wav,30-300,108.361,0.801,0.931,0.703,0.804,0.934,0.706,"20, 30",0.003
ASAP,RDB_SPPK,Haydn_Keyboard_Sonatas_50-1_no_repeat_GalantM02M.wav,30-300,110.307,0.701,0.629,0.791,0.704,0.631,0.795,10,0.003
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_16-1_Woo05M.wav,30-300,140.490,0.418,0.510,0.353,0.523,0.639,0.443,-60,0.106
ASAP,RDB_SPPK,Chopin_Etudes_op_10_12_LuoJ08M.wav,30-300,148.072,0.585,0.791,0.464,0.604,0.816,0.479,"40, 50",0.019
ASAP,RDB_SPPK,Liszt_Sonata_Dulu07M.wav,30-300,90.559,0.644,0.631,0.657,0.647,0.635,0.661,"-30, -40",0.004
ASAP,RDB_SPPK,Chopin_Scherzos_31_LeeN04M.wav,30-300,242.425,0.528,0.935,0.368,0.531,0.939,0.370,30,0.002
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_18-1_KOLESO06M.wav,30-300,126.252,0.701,0.725,0.679,0.708,0.732,0.686,-50,0.007
ASAP,RDB_SPPK,Chopin_Etudes_op_10_8_Lou03M.wav,30-300,159.023,0.710,0.879,0.595,0.738,0.914,0.619,-50,0.028
ASAP,RDB_SPPK,Chopin_Polonaises_53_Chon08M.wav,30-300,85.543,0.649,0.526,0.847,0.652,0.528,0.850,10,0.003
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_8-1_Na06M.wav,30-300,108.288,0.877,0.841,0.916,0.883,0.847,0.922,-50,0.006
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_3-1_Lin05M.wav,30-300,148.708,0.890,0.982,0.814,0.891,0.983,0.815,"10, 20, 30",0.001
ASAP,RDB_SPPK,Bach_Prelude_bwv_892_Hou01M.wav,30-300,109.299,0.708,0.555,0.978,0.708,0.555,0.978,"-10, 0, 10, 20, 30",0.000
ASAP,RDB_SPPK,Bach_Prelude_bwv_857_Lisiecki04M.wav,30-300,49.029,0.568,0.401,0.976,0.568,0.401,0.976,"-10, -20, -30, -40, -50, 0, 10",0.000
ASAP,RDB_SPPK,Chopin_Ballades_3_LinPeng06M.wav,30-300,68.722,0.475,0.386,0.617,0.476,0.387,0.620,"-20, -30",0.002
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_31-3_4_ADIG05M.wav,30-300,53.951,0.490,0.354,0.799,0.511,0.369,0.833,-50,0.021
ASAP,RDB_SPPK,Chopin_Ballades_1_JIA06M.wav,30-300,71.571,0.488,0.408,0.606,0.488,0.408,0.606,"-20, -30, 0",0.000
ASAP,RDB_SPPK,Chopin_Etudes_op_10_12_Bult-ItoS04M.wav,30-300,129.968,0.514,0.630,0.434,0.564,0.691,0.476,"-50, -60",0.050
ASAP,RDB_SPPK,Chopin_Etudes_op_10_12_HuNY03M.wav,30-300,127.703,0.630,0.759,0.539,0.651,0.785,0.557,-60,0.021
ASAP,RDB_SPPK,Bach_Prelude_bwv_876_Song01M.wav,30-300,95.563,0.494,0.345,0.873,0.494,0.345,0.873,"-10, -20, -30, -40, -50, -60, 0, 10, 20, 30, 40",0.000
ASAP,RDB_SPPK,Schubert_Impromptu_op.90_D.899_1_Jin05M.wav,30-300,95.040,0.740,0.687,0.802,0.742,0.689,0.804,-20,0.002
ASAP,RDB_SPPK,Rachmaninoff_Preludes_op_32_5_Namirovsky06M.wav,30-300,59.750,0.357,0.408,0.317,0.357,0.408,0.317,0,0.000
ASAP,RDB_SPPK,Chopin_Etudes_op_10_4_Yi03M.wav,30-300,159.764,0.891,0.936,0.850,0.907,0.953,0.865,-50,0.016
ASAP,RDB_SPPK,Mozart_Piano_Sonatas_12-1_MunA03M.wav,30-300,151.348,0.964,0.992,0.937,0.966,0.994,0.939,"10, 20",0.001
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_26-3_Zhdanov05M.wav,30-300,94.279,0.511,0.413,0.670,0.515,0.416,0.675,-30,0.004
ASAP,RDB_SPPK,Bach_Prelude_bwv_870_LeeE01M.wav,30-300,56.623,0.641,0.475,0.985,0.641,0.475,0.985,"-10, -20, -30, -40, -50, -60, 0, 10, 20, 30",0.000
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_26-2_HONG05M.wav,30-300,24.063,0.355,0.222,0.881,0.360,0.225,0.893,"-10, -20, 10, 20",0.005
ASAP,RDB_SPPK,Bach_Prelude_bwv_889_Wang01M.wav,30-300,52.771,0.392,0.247,0.953,0.392,0.247,0.953,"-10, -20, -30, -40, -50, -60, 0, 10, 20, 30, 40",0.000
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_23-1_Mizumoto06M.wav,30-300,120.267,0.714,0.815,0.636,0.721,0.822,0.641,-50,0.006
ASAP,RDB_SPPK,Bach_Fugue_bwv_863_LeeN01M.wav,30-300,58.605,0.672,0.506,1.000,0.672,0.506,1.000,"-10, -20, -30, -40, -50, -60, 0, 10, 20",0.000
ASAP,RDB_SPPK,Chopin_Etudes_op_10_4_Knoll03M.wav,30-300,179.753,0.899,0.962,0.844,0.905,0.969,0.850,"-20, -30, -40, 10, 20, 30, 40",0.007
ASAP,RDB_SPPK,Schubert_Moment_Musical_no_1_MunA10M.wav,30-300,78.816,0.662,0.642,0.683,0.691,0.671,0.713,"-40, -50, -60",0.030
ASAP,RDB_SPPK,Schubert_Impromptu_op.90_D.899_3_WuuE10M.wav,30-300,58.233,0.440,0.460,0.422,0.495,0.518,0.475,40,0.055
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_28-1_KimHJ02M.wav,30-300,52.862,0.536,0.423,0.730,0.536,0.423,0.730,"-10, -20, -30, -40, -50, -60, 0, 10",0.000
ASAP,RDB_SPPK,Bach_Prelude_bwv_860_YoungS01M.wav,30-300,191.755,0.876,0.876,0.876,0.917,0.917,0.917,"-50, -60",0.041
ASAP,RDB_SPPK,Chopin_Etudes_op_25_12_LuA04M.wav,30-300,145.871,0.492,0.764,0.363,0.553,0.860,0.408,-50,0.061
ASAP,RDB_SPPK,Bach_Prelude_bwv_891_BLINOV04M.wav,30-300,64.963,0.650,0.481,1.000,0.650,0.481,1.000,"-10, -20, -30, -40, -50, 0, 10, 20",0.000
ASAP,RDB_SPPK,Bach_Prelude_bwv_858_VuV01M.wav,30-300,90.709,0.416,0.319,0.600,0.451,0.345,0.650,"-260, -270",0.035
ASAP,RDB_SPPK,Bach_Prelude_bwv_892_KabuliL01M.wav,30-300,96.910,0.681,0.526,0.967,0.681,0.526,0.967,"-10, -20, -30, -40, -50, -60, 0, 10, 20, 30, 40",0.000
ASAP,RDB_SPPK,Bach_Fugue_bwv_856_LuoJ01M.wav,30-300,197.200,0.984,0.991,0.977,0.984,0.991,0.977,"-10, -20, -30, -40, -50, -60, 0",0.000
ASAP,RDB_SPPK,Liszt_Transcendental_Etudes_3_Huang14M.wav,30-300,46.307,0.494,0.343,0.881,0.494,0.343,0.881,"-10, 0, 10, 20",0.000
ASAP,RDB_SPPK,Chopin_Berceuse_op_57_LeungM07M.wav,30-300,32.613,0.456,0.306,0.892,0.456,0.306,0.892,"-10, -20, -30, 0, 10, 20",0.000
ASAP,RDB_SPPK,Haydn_Keyboard_Sonatas_50-1_no_repeat_HamSY02M.wav,30-300,116.899,0.624,0.640,0.609,0.635,0.651,0.619,-60,0.010
ASAP,RDB_SPPK,Chopin_Etudes_op_25_11_MiyashitaM03M.wav,30-300,104.158,0.840,0.914,0.777,0.862,0.938,0.798,"20, 30, 40",0.023
ASAP,RDB_SPPK,Bach_Fugue_bwv_857_ToA01M.wav,30-300,64.844,0.665,0.500,0.991,0.665,0.500,0.991,"-10, -20, -30, -40, -50, -60, 0, 10, 20, 30",0.000
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_21-1_no_repeat_ToA02M.wav,30-300,149.671,0.809,0.913,0.727,0.813,0.917,0.730,-50,0.004
ASAP,RDB_SPPK,Bach_Fugue_bwv_860_Nikiforov05M.wav,30-300,61.883,0.501,0.336,0.983,0.501,0.336,0.983,"-10, -20, -30, -40, -50, -60, 0, 10, 20, 30",0.000
ASAP,RDB_SPPK,Chopin_Scherzos_31_LinTami06M.wav,30-300,255.887,0.445,0.958,0.290,0.447,0.963,0.291,"-50, 10, 20",0.003
ASAP,RDB_SPPK,Bach_Prelude_bwv_868_GonzalezJ05M.wav,30-300,71.898,0.670,0.503,1.000,0.670,0.503,1.000,"-10, -20, -30, -40, -50, -60, 0, 10, 20, 30",0.000
ASAP,RDB_SPPK,Bach_Fugue_bwv_857_Bult-ItoS02M.wav,30-300,67.374,0.648,0.491,0.952,0.648,0.491,0.952,"-10, -20, -30, -40, 0, 10",0.000
ASAP,RDB_SPPK,Haydn_Keyboard_Sonatas_46-1_YuP03M.wav,30-300,76.995,0.584,0.476,0.754,0.587,0.479,0.758,"-40, -50",0.003
ASAP,RDB_SPPK,Bach_Prelude_bwv_889_MunA01M.wav,30-300,56.673,0.629,0.460,0.992,0.629,0.460,0.992,"-10, -20, -30, -40, -50, 0, 10, 20, 30, 40",0.000
ASAP,RDB_SPPK,Scriabin_Sonatas_5_GarritsonL06M.wav,30-300,93.404,0.425,0.492,0.374,0.435,0.504,0.383,-50,0.010
ASAP,RDB_SPPK,Bach_Prelude_bwv_887_LiYZ01M.wav,30-300,108.927,0.652,0.505,0.920,0.652,0.505,0.920,"-10, -20, -30, -40, -50, -60, 0, 10, 20, 30",0.000
ASAP,RDB_SPPK,Liszt_Sonata_GiacomelliN11M.wav,30-300,92.918,0.606,0.620,0.592,0.607,0.621,0.593,10,0.001
ASAP,RDB_SPPK,Schumann_Toccata_DupreeF13M.wav,30-300,117.164,0.316,0.408,0.258,0.375,0.483,0.306,-60,0.059
ASAP,RDB_SPPK,Bach_Prelude_bwv_858_Zhang01M.wav,30-300,84.933,0.421,0.335,0.567,0.421,0.335,0.567,"-10, -20, -30, -40, -50, -60, 0, 10, 20, 30, 40",0.000
ASAP,RDB_SPPK,Bach_Fugue_bwv_885_SINKEV06.wav,30-300,104.631,0.166,0.127,0.241,0.664,0.506,0.964,"-420, -430, -440, -450, -460, -470, -480, -490, -500, -510",0.498
ASAP,RDB_SPPK,Bach_Fugue_bwv_880_WangA04M.wav,30-300,118.848,0.551,0.443,0.730,0.551,0.443,0.730,"-10, -20, -30, -40, -50, -60, 0, 10, 20, 30, 40",0.000
ASAP,RDB_SPPK,Schubert_Piano_Sonatas_664-1_Mo10M.wav,30-300,94.626,0.681,0.668,0.695,0.687,0.673,0.701,"-10, -30",0.006
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_17-2_USHIKI05M.wav,30-300,40.832,0.617,0.497,0.812,0.622,0.501,0.819,"-20, -30, -40, -50",0.005
ASAP,RDB_SPPK,Bach_Fugue_bwv_870_ChenW01M.wav,30-300,105.768,0.936,0.890,0.988,0.942,0.896,0.994,"10, 20, 30, 40",0.006
ASAP,RDB_SPPK,Bach_Fugue_bwv_858_VuV01M.wav,30-300,58.751,0.665,0.500,0.993,0.665,0.500,0.993,"-10, -20, -30, -40, -50, -60, 0, 10, 20, 30",0.000
ASAP,RDB_SPPK,Schumann_Arabeske_Min09M.wav,30-300,78.250,0.718,0.715,0.722,0.718,0.715,0.722,"0, 20",0.000
ASAP,RDB_SPPK,Bach_Fugue_bwv_889_LiuY01M.wav,30-300,79.040,0.667,0.512,0.955,0.667,0.512,0.955,"-10, -20, -30, -40, -50, 0, 10",0.000
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_4-1_LiA04M.wav,30-300,133.011,0.691,0.744,0.645,0.707,0.762,0.660,-60,0.016
ASAP,RDB_SPPK,Balakirev_Islamey_CHEN10M.wav,30-300,117.918,0.646,0.661,0.632,0.660,0.675,0.646,-50,0.014
ASAP,RDB_SPPK,Bach_Fugue_bwv_889_YangY02M.wav,30-300,64.039,0.652,0.495,0.955,0.658,0.500,0.964,"-20, -30",0.006
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_7-4_LeeS05M.wav,30-300,114.969,0.433,0.461,0.408,0.440,0.469,0.414,"-40, -50, -60",0.007
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_10-1_Hou02M.wav,30-300,86.293,0.483,0.368,0.704,0.485,0.369,0.707,"-10, -20, -30, -40, -50, 10",0.002
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_26-1_Zhdanov05M.wav,30-300,182.559,0.681,0.907,0.545,0.682,0.908,0.546,"-40, -50",0.001
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_26-2_LEE_K05M.wav,30-300,22.233,0.302,0.187,0.786,0.352,0.218,0.917,-60,0.050
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_21-2_YOO05M.wav,30-300,13.878,0.359,0.226,0.875,0.359,0.226,0.875,"-10, -20, 0",0.000
ASAP,RDB_SPPK,Bach_Prelude_bwv_860_TuanS01M.wav,30-300,184.645,0.823,0.864,0.786,0.881,0.924,0.841,-60,0.058
ASAP,RDB_SPPK,Balakirev_Islamey_Na08M.wav,30-300,127.129,0.644,0.677,0.615,0.667,0.701,0.637,-50,0.023
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_21-1_no_repeat_YeZ02M.wav,30-300,135.407,0.843,0.943,0.763,0.848,0.948,0.767,20,0.005
ASAP,RDB_SPPK,Chopin_Etudes_op_10_8_KyykhynenT09M.wav,30-300,152.940,0.660,0.924,0.513,0.667,0.933,0.519,"-30, -40",0.007
ASAP,RDB_SPPK,Chopin_Ballades_2_Tetzloff06M.wav,30-300,59.857,0.657,0.564,0.787,0.659,0.566,0.789,-10,0.002
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_7-1_Hebert01M.wav,30-300,145.706,0.828,0.828,0.828,0.829,0.829,0.829,"-10, -20, -30",0.001
ASAP,RDB_SPPK,Liszt_Transcendental_Etudes_5_Huang16M.wav,30-300,70.355,0.509,0.413,0.663,0.523,0.425,0.682,-60,0.015
ASAP,RDB_SPPK,Chopin_Berceuse_op_57_MiyashitaM06M.wav,30-300,31.013,0.355,0.232,0.755,0.365,0.239,0.777,-20,0.010
ASAP,RDB_SPPK,Bach_Fugue_bwv_858_Zhang01M.wav,30-300,64.692,0.658,0.494,0.985,0.658,0.494,0.985,"-10, -20, -30, -40, -50, -60, 0, 10, 20, 30",0.000
ASAP,RDB_SPPK,Haydn_Keyboard_Sonatas_39-1_Yarden07M.wav,30-300,91.113,0.650,0.497,0.939,0.653,0.499,0.942,"10, 20",0.002
ASAP,RDB_SPPK,Chopin_Etudes_op_10_12_ZhangYunling02M.wav,30-300,145.928,0.625,0.824,0.503,0.643,0.848,0.518,-50,0.019
ASAP,RDB_SPPK,Debussy_Images_Book_1_1_Reflets_dans_lEau_Kleisen11M.wav,30-300,79.631,0.473,0.544,0.418,0.479,0.551,0.424,"-40, -50",0.006
ASAP,RDB_SPPK,Schubert_Impromptu_op.90_D.899_3_LeeSH08M.wav,30-300,56.688,0.545,0.619,0.487,0.545,0.619,0.487,"-10, -20, -30, 0",0.000
ASAP,RDB_SPPK,Bach_Fugue_bwv_848_Mizumoto03M.wav,30-300,101.506,0.659,0.495,0.986,0.659,0.495,0.986,0,0.000
ASAP,RDB_SPPK,Liszt_Concert_Etude_S145_1_Woo06M.wav,30-300,101.523,0.422,0.415,0.430,0.437,0.430,0.445,-330,0.015
ASAP,RDB_SPPK,Chopin_Sonata_3_4th_HuangSW06M.wav,30-300,114.863,0.637,0.955,0.478,0.639,0.958,0.480,10,0.002
ASAP,RDB_SPPK,Bach_Fugue_bwv_889_MunA01M.wav,30-300,70.424,0.673,0.512,0.982,0.673,0.512,0.982,"-10, -20, -30, -40, 0, 10, 20, 30",0.000
ASAP,RDB_SPPK,Bach_Fugue_bwv_876_Song01M.wav,30-300,96.385,0.699,0.547,0.971,0.699,0.547,0.971,"-10, -20, -30, -40, -50, -60, 0, 10, 20, 30, 40",0.000
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_21-1_no_repeat_Shychko02M.wav,30-300,139.470,0.812,0.872,0.760,0.814,0.874,0.762,-20,0.002
ASAP,RDB_SPPK,Haydn_Keyboard_Sonatas_50-1_no_repeat_JeonH03M.wav,30-300,110.579,0.726,0.663,0.803,0.741,0.676,0.820,-60,0.015
ASAP,RDB_SPPK,Bach_Fugue_bwv_883_Herbert02.wav,30-300,83.510,0.005,0.004,0.007,0.738,0.588,0.989,"-850, -860, -870, -880, -890, -900, -910, -920",0.732
ASAP,RDB_SPPK,Chopin_Scherzos_31_SunD04M.wav,30-300,263.941,0.517,0.957,0.355,0.522,0.965,0.358,20,0.004
ASAP,RDB_SPPK,Liszt_Ballade_2_Jin07M.wav,30-300,91.503,0.605,0.621,0.591,0.606,0.622,0.592,10,0.001
ASAP,RDB_SPPK,Chopin_Etudes_op_10_5_LiC02M.wav,30-300,108.476,0.736,0.701,0.775,0.742,0.706,0.781,"10, 20, 30",0.006
ASAP,RDB_SPPK,Chopin_Etudes_op_25_1_TongB02M.wav,30-300,80.979,0.573,0.811,0.443,0.580,0.821,0.448,30,0.007
ASAP,RDB_SPPK,Chopin_Etudes_op_10_4_LeeSH03M.wav,30-300,172.838,0.880,0.950,0.819,0.886,0.957,0.825,"10, 20, 30",0.007
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_21-1_no_repeat_Sladek02M.wav,30-300,147.867,0.757,0.871,0.670,0.763,0.877,0.675,"-30, -40",0.006
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_3-1_Bult-ItoS03M.wav,30-300,143.462,0.820,0.883,0.765,0.823,0.886,0.768,"10, 20",0.003
ASAP,RDB_SPPK,Chopin_Barcarolle_Rozanski07M.wav,30-300,50.268,0.414,0.307,0.635,0.421,0.312,0.646,-40,0.007
ASAP,RDB_SPPK,Chopin_Barcarolle_LeeSH05M.wav,30-300,53.528,0.420,0.334,0.566,0.423,0.336,0.570,-20,0.003
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_21-3_Sekino05M.wav,30-300,107.726,0.665,0.741,0.604,0.670,0.747,0.608,-50,0.005
ASAP,RDB_SPPK,Chopin_Scherzos_31_Jussow11M.wav,30-300,248.726,0.471,0.956,0.313,0.474,0.961,0.314,"-10, -20",0.003
ASAP,RDB_SPPK,Liszt_Transcendental_Etudes_5_Park03M.wav,30-300,65.344,0.496,0.388,0.686,0.496,0.388,0.686,"-10, 0",0.000
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_23-1_LiuC02M.wav,30-300,122.050,0.573,0.806,0.445,0.584,0.821,0.453,-50,0.011
ASAP,RDB_SPPK,Schumann_Kreisleriana_1_Yarden09M.wav,30-300,89.292,0.369,0.375,0.363,0.466,0.474,0.458,"-300, -310, 320",0.097
ASAP,RDB_SPPK,Chopin_Scherzos_20_ZhangYunling04M.wav,30-300,214.989,0.539,0.864,0.392,0.543,0.869,0.395,10,0.004
ASAP,RDB_SPPK,Schubert_Piano_Sonatas_894-2_Yeletskiy08M.wav,30-300,79.665,0.591,0.553,0.633,0.606,0.568,0.650,"-30, -40",0.015
ASAP,RDB_SPPK,Bach_Fugue_bwv_865_Teo01M.wav,30-300,86.451,0.656,0.492,0.983,0.656,0.492,0.983,"-10, 0, 10, 20, 30",0.000
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_18-1_LeungR02M.wav,30-300,128.837,0.673,0.691,0.655,0.674,0.692,0.657,"-10, -50, -60, 10",0.001
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_26-1_HuNY02M.wav,30-300,176.681,0.628,0.898,0.483,0.629,0.899,0.484,-60,0.001
ASAP,RDB_SPPK,Bach_Prelude_bwv_883_LuM01M.wav,30-300,47.615,0.471,0.321,0.882,0.471,0.321,0.882,"-10, 0, 10, 20",0.000
ASAP,RDB_SPPK,Chopin_Etudes_op_10_8_MiyashitaM05M.wav,30-300,164.828,0.666,0.855,0.545,0.675,0.867,0.553,30,0.010
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_31-2_ADIG05M.wav,30-300,201.350,0.881,0.989,0.793,0.881,0.989,0.793,"-10, -20, -30, -40, -50, 0",0.000
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_32-1_DupreeF03M.wav,30-300,91.293,0.728,0.757,0.701,0.731,0.760,0.703,-50,0.002
ASAP,RDB_SPPK,Bach_Prelude_bwv_854_MiyashitaM01M.wav,30-300,72.895,0.407,0.336,0.516,0.407,0.336,0.516,"-10, 0, 10, 20",0.000
ASAP,RDB_SPPK,Schubert_Piano_Sonatas_894-2_no_repeat_SINKEV12M.wav,30-300,75.074,0.534,0.466,0.627,0.620,0.540,0.727,-60,0.085
ASAP,RDB_SPPK,Bach_Prelude_bwv_863_LeeN01M.wav,30-300,34.146,0.498,0.331,1.000,0.498,0.331,1.000,"-10, -20, -30, -40, -50, -60, 0, 10, 20, 30, 40",0.000
ASAP,RDB_SPPK,Bach_Fugue_bwv_892_KabuliL01M.wav,30-300,54.383,0.660,0.493,1.000,0.660,0.493,1.000,"-10, -20, -30, -40, -50, -60, 0, 10, 20, 30",0.000
ASAP,RDB_SPPK,Haydn_Keyboard_Sonatas_48-2_GarritsonL03M.wav,30-300,165.067,0.879,0.977,0.799,0.879,0.977,0.799,"-10, -20, -30, -40, -50, -60, 0, 10, 20",0.000
ASAP,RDB_SPPK,Chopin_Etudes_op_10_4_Richardson_2013_03M.wav,30-300,167.482,0.879,0.957,0.813,0.905,0.986,0.837,-30,0.027
ASAP,RDB_SPPK,Bach_Prelude_bwv_846_Shi05M.wav,30-300,61.057,0.624,0.460,0.971,0.624,0.460,0.971,"-10, -20, -30, -40, -50, 0, 10, 20, 30, 40",0.000
ASAP,RDB_SPPK,Bach_Prelude_bwv_865_ZhangE01M.wav,30-300,83.532,0.532,0.378,0.902,0.532,0.378,0.902,"-10, -20, -30, -40, -50, -60, 0, 10, 20, 30, 40",0.000
ASAP,RDB_SPPK,Bach_Prelude_bwv_889_LiuY01M.wav,30-300,56.176,0.638,0.473,0.977,0.638,0.473,0.977,"-10, -20, -30, -40, -50, -60, 0, 10, 20, 30, 40",0.000
ASAP,RDB_SPPK,Rachmaninoff_Preludes_op_23_4_WuuE07M.wav,30-300,54.390,0.621,0.510,0.795,0.621,0.510,0.795,"-10, -20, 0",0.000
ASAP,RDB_SPPK,Schubert_Impromptu_op.90_D.899_2_HuNY06M.wav,30-300,177.666,0.718,0.960,0.573,0.719,0.962,0.574,"-20, -30, 10",0.001
ASAP,RDB_SPPK,Bach_Fugue_bwv_862_Song04M.wav,30-300,55.238,0.659,0.493,0.993,0.663,0.496,1.000,"10, 20, 30",0.005
ASAP,RDB_SPPK,Schubert_Impromptu_op142_1_Kleisen10M.wav,30-300,102.717,0.577,0.642,0.525,0.582,0.647,0.529,"-20, -30",0.004
ASAP,RDB_SPPK,Chopin_Ballades_4_Kociuban07M.wav,30-300,44.916,0.424,0.319,0.631,0.428,0.323,0.638,"-10, -20, -30, -40",0.004
ASAP,RDB_SPPK,Schubert_Impromptu_op.90_D.899_4_no_repeat_Huang10M.wav,30-300,123.457,0.769,0.878,0.684,0.776,0.886,0.690,-60,0.007
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_3-1_MiyashitaM03M.wav,30-300,142.629,0.841,0.884,0.802,0.844,0.887,0.805,-50,0.003
ASAP,RDB_SPPK,Schumann_Kreisleriana_1_no_first_repeat_JohannsonP02M.wav,30-300,95.400,0.246,0.471,0.167,0.254,0.485,0.172,"-10, -20, -30",0.008
ASAP,RDB_SPPK,Chopin_Etudes_op_10_5_ZhangW03M.wav,30-300,104.664,0.737,0.707,0.769,0.737,0.707,0.769,0,0.000
ASAP,RDB_SPPK,Bach_Prelude_bwv_883_GuoE01M.wav,30-300,45.015,0.469,0.322,0.866,0.469,0.322,0.866,0,0.000
ASAP,RDB_SPPK,Chopin_Scherzos_39_Arciglione13M.wav,30-300,271.410,0.446,0.961,0.290,0.449,0.968,0.293,-60,0.003
ASAP,RDB_SPPK,Chopin_Scherzos_39_Bult-ItoS05M.wav,30-300,280.871,0.493,0.964,0.331,0.504,0.985,0.338,-60,0.011
ASAP,RDB_SPPK,Schubert_Wanderer_fantasie_SunY10M.wav,30-300,120.220,0.712,0.766,0.665,0.721,0.776,0.673,-40,0.009
ASAP,RDB_SPPK,Bach_Fugue_bwv_893_Kleisen04M.wav,30-300,204.566,0.942,0.993,0.897,0.942,0.993,0.897,"-50, 0, 10, 20",0.000
ASAP,RDB_SPPK,Schubert_Impromptu_op.90_D.899_3_Hou06M.wav,30-300,65.281,0.635,0.630,0.639,0.638,0.633,0.642,20,0.003
ASAP,RDB_SPPK,Liszt_Transcendental_Etudes_1_Huang13M.wav,30-300,114.627,0.764,0.791,0.739,0.764,0.791,0.739,"0, 10",0.000
ASAP,RDB_SPPK,Bach_Prelude_bwv_862_Song04M.wav,30-300,107.829,0.890,0.824,0.969,0.898,0.830,0.977,40,0.007
ASAP,RDB_SPPK,Bach_Prelude_bwv_865_Rizikov01M.wav,30-300,87.897,0.537,0.373,0.963,0.544,0.377,0.976,"-50, -60",0.007
ASAP,RDB_SPPK,Liszt_Gran_Etudes_de_Paganini_2_La_campanella_LiuC05M.wav,30-300,65.486,0.395,0.286,0.641,0.415,0.300,0.673,40,0.020
ASAP,RDB_SPPK,Bach_Prelude_bwv_888_ZhaoK01M.wav,30-300,79.224,0.441,0.323,0.697,0.460,0.337,0.727,"-290, 460, 470, 480, 490, 500",0.019
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_5-1_SunD02M.wav,30-300,216.336,0.765,0.994,0.622,0.767,0.996,0.623,10,0.001
ASAP,RDB_SPPK,Chopin_Etudes_op_25_11_KimSuyeon03M.wav,30-300,118.587,0.807,0.950,0.701,0.813,0.957,0.706,-10,0.006
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_21-1_no_repeat_GonzalezJ06M.wav,30-300,153.907,0.847,0.929,0.778,0.849,0.931,0.780,"-10, -40",0.002
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_5-1_Colafelice02M.wav,30-300,187.950,0.854,0.949,0.776,0.859,0.955,0.780,"-10, -20",0.005
ASAP,RDB_SPPK,Chopin_Etudes_op_10_8_Tetzloff07M.wav,30-300,169.088,0.696,0.918,0.561,0.703,0.926,0.566,30,0.007
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_7-4_Larionova04M.wav,30-300,120.709,0.485,0.494,0.477,0.499,0.508,0.490,40,0.014
